%z E^-1(z) err(z) Correlation matrix
0.07 1.003 0.023 +1.00 +0.39 +0.53 +0.37 +0.01 -0.02
0.20 0.901 0.017 +0.39 +1.00 -0.14 +0.37 -0.08 -0.08
0.35 0.887 0.029 +0.53 -0.14 +1.00 -0.16 +0.17 -0.07
0.55 0.732 0.033 +0.37 +0.37 -0.16 +1.00 -0.39 +0.15
0.90 0.656 0.052 +0.01 -0.08 +0.17 -0.39 +1.00 -0.19
1.50 0.342 0.079 -0.02 -0.08 -0.07 +0.15 -0.19 +1.00
